Id,SalePrice
1461,131003.33473626699
1462,154837.93640721246
1463,204221.83113234898
1464,186617.61793529935
1465,185716.41294396544
1466,190584.0070346729
1467,185869.50161470287
1468,168983.22707548845
1469,182602.07687292693
1470,113112.47564483629
1471,190999.04161048372
1472,93655.56338462632
1473,98005.86401726674
1474,150036.00835589305
1475,123423.08075109625
1476,372046.6755035033
1477,236370.23336583134
1478,307407.9632780157
1479,267920.48316633794
1480,469083.7155814537
1481,294825.2672556246
1482,234836.28849151422
1483,168103.84437732273
1484,156363.99412754923
1485,162615.15779382354
1486,204337.3571372293
1487,338281.01442538825
1488,248453.69764791816
1489,215210.15782016484
1490,197633.39330859244
1491,183577.60991490708
1492,103666.17107202968
1493,193743.73490484353
1494,329236.8314767949
1495,308684.4170411104
1496,221024.39656165362
1497,183058.0288883214
1498,146714.25664553055
1499,150064.48507003323
1500,139257.8921542952
1501,173275.3677445872
1502,134528.86610473465
1503,270965.69501484674
1504,246301.43467408116
1505,225269.39167957325
1506,172646.5849803948
1507,246038.49680842552
1508,191636.3555516486
1509,174288.6468797996
1510,148562.9250966767
1511,146611.87268959716
1512,159404.51392456787
1513,139532.40815698897
1514,186353.51593352525
1515,235272.96287576604
1516,161871.53962129497
1517,143620.32641444379
1518,120877.94336519472
1519,250519.14569983006
1520,130940.13312180883
1521,136738.90072124463
1522,172929.51823303403
1523,100991.90834167853
1524,119461.46961906434
1525,122289.6350340628
1526,130279.09972530372
1527,101500.66073611434
1528,133382.06238436105
1529,146464.29711607765
1530,174092.62396099872
1531,103186.90333654417
1532,107365.16398072775
1533,151645.70873869114
1534,120225.50675609247
1535,159640.319150522
1536,114784.76630794269
1537,76406.71870673062
1538,191361.86603992316
1539,215904.5778324278
1540,88333.10569487805
1541,146667.2518571254
1542,141038.0259453237
1543,232346.41098512744
1544,85990.23491608608
1545,89044.59116839102
1546,132000.0870882982
1547,131396.96892973184
1548,123322.71885293371
1549,105681.77273629673
1550,152853.59276548168
1551,122403.39678754414
1552,144644.77804152836
1553,154295.62892536435
1554,78766.67356970726
1555,155665.58771197704
1556,76919.81532494815
1557,108411.24052535808
1558,79873.88187247855
1559,86361.21099476723
1560,150593.35738679775
1561,115505.45311369414
1562,132232.4234300728
1563,122524.85930693088
1564,170108.4341225435
1565,158467.6423440802
1566,245534.06804586592
1567,85100.42388166743
1568,209085.3494150038
1569,119927.65612039078
1570,140968.36990223368
1571,121578.20390931735
1572,140014.54790532298
1573,268045.711776731
1574,106936.49012213049
1575,230529.9224007359
1576,239190.9330472987
1577,215274.40765422216
1578,132043.27273798542
1579,153141.76484486234
1580,201008.88559519252
1581,158701.15356902176
1582,131456.253889661
1583,340450.0704811434
1584,232775.5695663665
1585,140760.81627050386
1586,80180.3818961186
1587,96156.92420152928
1588,140343.1454006833
1589,96934.20046463932
1590,123148.77926407449
1591,93923.44991019988
1592,118297.93673825727
1593,146034.01993197107
1594,114348.9308436374
1595,122481.16564411567
1596,187992.3324224997
1597,170500.0159493857
1598,188084.50671003034
1599,177300.75676280848
